tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,director_id,director_ids
89899,The Players,2012-02-29,109.0,fr,,441420.0,2.7752,4.768,768,Comedy,FR,Black Dynamite Films; Canal+; JD Productions,8728; 104; 475,,,Jean Dujardin,Jean Dujardin; Gilles Lellouche; Géraldine Nakache; Alexandra Lamy; Priscilla de Laforcade; Florine Delobel; Guillaume Canet; Sandrine Kiberlain; Isabelle Nanty; Manu Payet,56024; 54291; 114953; 113617; 1453365; 1741713; 19866; 81821; 2412; 83967,2012,,56024.0,56024; 938077; 85340; 77008; 67717; 25340; 54291
90369,Now Is Good,2012-09-19,103.0,en,4500000.0,2700000.0,3.3368,7.301,1117,Drama; Romance,GB,Goldcrest; Blueprint Pictures; Lipsync Productions,500; 2376; 9987,,,Ol Parker,Dakota Fanning; Jeremy Irvine; Kaya Scodelario; Olivia Williams; Paddy Considine; Edgar Canham; Joe Cole; Rose Leslie; Franz Drameh; Julia Ford,501; 225692; 115150; 11616; 14887; 1719195; 1081875; 1223793; 1363086; 148135,2012,0.0,17510.0,17510
92182,Silent House,2011-01-21,86.0,en,2000000.0,13101672.0,2.658,5.408,459,Horror; Mystery; Drama,FR; US,Elle Driver; Tazora Films,6930; 25904,,,Chris Kentis,Elizabeth Olsen; Adam Trese; Eric Sheffer Stevens; Julia Chan; Haley Murphy; Adam Barnett; Sergey Ershov,550843; 27858; 204405; 992718; 1043691; 114603; 4252767,2011,1.0,640.0,640; 642
93837,So Undercover,2012-12-06,94.0,en,15000000.0,2500000.0,3.342,6.097,1159,Action; Comedy,US,Kappa Undercover Pictures; Exclusive Media; Crystal City Entertainment; Scarlet Fire Entertainment; HopeTown Entertainment; Millennium Entertainment,61240; 11448; 9018; 61241; 61242; 8755,,,Tom Vaughan,Miley Cyrus; Jeremy Piven; Mike O'Malley; Joshua Bowman; Lauren McKnight; Kelly Osbourne; Eloise Mumford; Megan Park; Alexis Knapp; Matthew Settle,76594; 12799; 87192; 139835; 560298; 178425; 222130; 55615; 999790; 33286,2012,0.0,56717.0,56717
93856,Chernobyl Diaries,2012-05-24,88.0,en,1000000.0,38390020.0,3.756,5.326,1728,Horror; Thriller,US,Oren Peli / Brian Witten Pictures; FilmNation Entertainment,14734; 7493,,,Bradley Parker,Olivia Taylor Dudley; Jesse McCartney; Devin Kelley; Jonathan Sadowski; Ingrid Bolsø Berdal; Nathan Phillips; Alex Feldman; Milutin Milošević; Kristof Konrad; Pasha D. Lychnikoff,999817; 49915; 496410; 21047; 87879; 60005; 109786; 88052; 74502; 52762,2012,1.0,999812.0,999812
94047,My Way,2011-12-21,137.0,ko,25500000.0,16653488.0,4.8744,7.916,460,Drama; Action; History; War,KR,CJ Entertainment; Directors; SK Planet,7036; 22151; 22152,,,Kang Je-kyu,Jang Dong-gun; Joe Odagiri; Fan Bingbing; Kim In-kwon; Lee Yeon-hee; Kim Hie-won; Oh Tae-kyung; Kwak Jung-wook; Kim Si-hoo; Cheon Ho-jin,16962; 63694; 64439; 115904; 126880; 550683; 77183; 1256356; 1255409; 87090,2011,0.0,64883.0,64883
94562,Turkish for Beginners,2012-03-14,105.0,de,,16827724.0,2.5221,6.12,387,Comedy,DE,Constantin Film; Rat Pack Filmproduktion; Bluverde F.V.T.; ARD,47; 5754; 84330; 1251,,,Bora Dağtekin,Josefine Preuß; Elyas M'Barek; Anna Stieblich; Adnan Maral; Pegah Ferydoni; Arnel Taci; Katja Riemann; Günther Kaufmann; Frederick Lau; Sonja Gerhardt,25401; 25409; 207811; 20615; 130398; 5851; 1874; 32863; 49767; 54678,2012,,1238965.0,1238965
96714,Diaz - Don't Clean Up This Blood,2012-04-13,127.0,it,6453637.0,1800000.0,1.7928,7.175,440,Drama; History,FR; IT; RO,Fandango; Le Pacte; A Plus Image 3; Studioul de Creatie Cinematografica al Ministerului Culturii; Mandragora; MiC; BNL – Gruppo BNP Paribas; IDM Südtirol - Alto Adige Film Fund; Provincia Autonoma di Bolzano,2441; 5125; 20655; 20647; 13407; 14016; 20648; 197649; 20645,,,Daniele Vicari,Claudio Santamaria; Jennifer Ulrich; Elio Germano; Davide Iacopini; Ralph Amoussou; Fabrizio Rongione; Renato Scarpa; Mattia Sbragia; Antonio Gerardi; Francesco Acquaroli,76339; 692; 59269; 1010113; 73386; 70312; 14149; 8772; 125696; 1078993,2012,0.0,227392.0,227392
98548,People Like Us,2012-06-29,114.0,en,16000000.0,12434778.0,4.9299,6.794,667,Drama,US,DreamWorks Pictures; Reliance Entertainment; K/O Paper Products,7; 7294; 7296,,,Alex Kurtzman,Chris Pine; Elizabeth Banks; Olivia Wilde; Michelle Pfeiffer; Mark Duplass; Devin Brochu; Barbara Eve Harris; Dean Chekvala; Sara Mornell; Michael Hall D'Addario,62064; 9281; 59315; 1160; 45407; 202949; 157146; 209573; 156785; 928908,2012,0.0,15345.0,15345
99579,"Farewell, My Queen",2012-03-21,100.0,fr,,5297232.0,3.5386,6.0,329,Drama; History,FR; ES,Les Films du Lendemain; GMT Productions,1249; 1028,,,Benoît Jacquot,Léa Seydoux; Diane Kruger; Virginie Ledoyen; Noémie Lvovsky; Xavier Beauvois; Michel Robin; Julie-Marie Parmentier; Lolita Chammah; Marthe Caufman; Vladimir Consigny,121529; 9824; 19163; 49168; 72320; 32092; 59627; 56242; 3543642; 1023669,2012,,229263.0,229263
101669,Mother's Day (2010),2010-09-23,112.0,en,11000000.0,863000.0,3.6106,6.5,478,Crime; Horror; Thriller,US,LightTower Entertainment; Widget Films; Sierra/Affinity; RAT Entertainment; The Genre Co.; Troma Entertainment,22105; 22106; 22107; 12007; 18950; 3052,,,Darren Lynn Bousman,Rebecca De Mornay; Jaime King; Frank Grillo; Patrick John Flueger; Warren Kole; Deborah Ann Woll; Matt O'Leary; Briana Evigan; Shawn Ashmore; Kandyse McClure,28412; 5915; 81685; 115730; 60878; 212154; 71467; 54499; 11023; 52507,2010,0.0,2675.0,2675
103747,The Angels' Share,2012-06-01,101.0,en,,13090471.0,2.6025,6.933,633,Drama; Comedy,GB; FR; IT; BE,Sixteen Films; Why Not Productions; Wild Bunch; Les Films du Fleuve; Urania Pictures; France 2 Cinéma,12695; 729; 856; 1926; 15130; 83,,,Ken Loach,Paul Brannigan; Siobhan Reilly; John Henshaw; Gary Maitland; William Ruane; Jasmin Riggins; Scott Dymond; Scott Kyle; Neil Leiper; James Casey,1034704; 1034708; 83816; 1077236; 15501; 1307692; 1047643; 1307693; 875846; 1034707,2012,,15488.0,15488
103758,Reality (2012),2012-05-04,117.0,it,,3350996.0,1.231,7.104,351,Drama; Comedy,FR; IT,Archimede; RAI Cinema; Garance Capital; Fandango; Le Pacte,53334; 155990; 96401; 2441; 5125,,,Matteo Garrone,Aniello Arena; Loredana Simioli; Nando Paone; Graziella Marina; Nello Iorio; Nunzia Schiano; Rosaria D'Urso; Giuseppina Cervizzi; Claudia Gerini; Raffaele Ferrante,1034714; 1034712; 545137; 1266167; 240136; 132849; 1904402; 1605201; 8776; 1312421,2012,,63973.0,63973
104755,The Lords of Salem,2013-04-18,101.0,en,1500000.0,1165882.0,8.5756,5.438,937,Horror; Thriller,CA; US; GB,IM Global; Alliance Films; Haunted Movies,7437; 2514; 21742,,,Rob Zombie,Sheri Moon Zombie; Bruce Davison; Jeff Daniel Phillips; Judy Geeson; Meg Foster; Patricia Quinn; Ken Foree; Dee Wallace; María Conchita Alonso; Richard Fancy,21319; 52374; 59673; 41234; 41229; 13475; 15070; 62001; 2051; 65748,2013,0.0,16848.0,16848
109091,The Counselor,2013-10-25,117.0,en,25000000.0,71009334.0,15.1197,5.295,2029,Thriller; Crime; Drama,US; GB,Fox 2000 Pictures; Nick Wechsler Productions; Chockstone Pictures; TSG Entertainment; Scott Free Productions,711; 8073; 13649; 22213; 221347,,,Ridley Scott,Michael Fassbender; Penélope Cruz; Cameron Diaz; Javier Bardem; Brad Pitt; Bruno Ganz; Rosie Perez; Sam Spruell; Toby Kebbell; Edgar Ramírez,17288; 955; 6941; 3810; 287; 2310; 4810; 55585; 20286; 25616,2013,1.0,578.0,578
109451,Cloudy with a Chance of Meatballs 2,2013-09-26,95.0,en,78000000.0,248384621.0,9.5898,6.455,3560,Animation; Family; Comedy,US,Columbia Pictures; Sony Pictures Animation,5; 2251,177467.0,Cloudy with a Chance of Meatballs Collection,Kris Pearn,Bill Hader; Anna Faris; James Caan; Will Forte; Andy Samberg; Benjamin Bratt; Neil Patrick Harris; Terry Crews; Kristen Schaal; Cody Cameron,19278; 1772; 3085; 62831; 62861; 4589; 41686; 53256; 109869; 12095,2013,1.0,1046494.0,1046494; 12095
110398,No,2012-08-09,118.0,es,,2341226.0,3.8868,7.187,485,Drama; History,CL; US; FR,Participant; Fabula; Funny Balloons,6735; 21546; 70569,,,Pablo Larraín,Gael García Bernal; Alfredo Castro; Néstor Cantillana; Luis Gnecco; Antonia Zegers; Jaime Vadell; Diego Muñoz; Alejandro Goic; Marcial Tagle; Manuela Oyarzún,258; 225011; 66901; 127248; 141624; 225013; 296274; 1061534; 590883; 966766,2012,,225009.0,225009
112200,Thanks for Sharing,2013-09-19,112.0,en,,3499442.0,4.1544,5.968,602,Comedy; Drama,US,Olympus Pictures; Class 5 Films; Voltage Pictures,7400; 2297; 6626,,,Stuart Blumberg,Mark Ruffalo; Gwyneth Paltrow; Tim Robbins; Josh Gad; P!nk; Patrick Fugit; Joely Richardson; Carol Kane; Emily Meade; Isiah Whitlock Jr.,103; 12052; 504; 54415; 77271; 11663; 20810; 10556; 71815; 17490,2013,,40277.0,40277
114478,Starship Troopers: Invasion,2012-08-28,89.0,en,,193425.0,4.9555,5.857,451,Animation; Action; Science Fiction,US; JP,Sola Digital Arts; Stage 6 Films,23333; 11341,10522.0,Starship Troopers Collection,Shinji Aramaki,Luci Christian; David Anthony Matranga; Justin Doran; David Wald; Andrew Love; Leraldo Anzaldua; Sam Roman; Emily Neves; Melissa Davis; Kalob Martinez,201838; 207012; 149565; 159277; 3085510; 1466426; 1083869; 1081918; 3084209; 1083871,2012,,70100.0,70100
115210,Stitches,2012-10-05,86.0,en,100000.0,95000.0,2.5809,6.228,462,Horror,IE; US,Tailored Films; Fantastic Films; Solid Entertainment; Fís Éireann/Screen Ireland,23459; 18078; 23460; 1898,,,Conor McMahon,Ross Noble; Tommy Knight; Gemma-Leah Devereux; John McDonnell; Shane Murray-Corcoran; Thommas Kane Byrne; Eoghan McQuinn; Roisin Barron; Hugh Mulhern; Tommy Cullen,90440; 446476; 969460; 63371; 1762545; 2427667; 1975159; 2514064; 2514065; 2514066,2012,0.0,78545.0,78545
115348,Paranoia,2013-08-14,106.0,en,35000000.0,17056265.0,4.09,5.718,926,Drama; Thriller,IN; US,Relativity Media; Kintop Pictures; Reliance Entertainment; IM Global; Demarest Films; EMJAG Productions; Film 360,7295; 1490; 7294; 7437; 13241; 14654; 34077,,,Robert Luketic,Liam Hemsworth; Harrison Ford; Gary Oldman; Amber Heard; Josh Holloway; Embeth Davidtz; Richard Dreyfuss; Julian McMahon; Lucas Till; Angela Sarafyan,96066; 3; 64; 55085; 142636; 6368; 3037; 20402; 429; 85143,2013,0.0,36797.0,36797
116711,Epic,2013-05-15,102.0,en,100000000.0,268426634.0,14.2072,6.563,2997,Animation; Adventure; Family; Fantasy,US,Blue Sky Studios; 20th Century Fox Animation,9383; 11749,,,Chris Wedge,Colin Farrell; Amanda Seyfried; Christoph Waltz; Josh Hutcherson; Jason Sudeikis; Aziz Ansari; Chris O'Dowd; Beyoncé; Judah Friedlander; Steven Tyler,72466; 71070; 27319; 27972; 58224; 86626; 40477; 14386; 52860; 37935,2013,1.0,5713.0,5713
116745,The Secret Life of Walter Mitty,2013-12-18,114.0,en,90000000.0,188133322.0,16.2321,7.228,8449,Adventure; Comedy; Drama; Fantasy,GB; US,Samuel Goldwyn Films; Red Hour; New Line Cinema; Big Screen Productions; Down Productions; Ingenious Media; 20th Century Fox; TSG Entertainment,9118; 2932; 12; 10893; 37336; 290; 25; 22213,,,Ben Stiller,Ben Stiller; Kristen Wiig; Sean Penn; Shirley MacLaine; Adam Scott; Kathryn Hahn; Patton Oswalt; Adrian Martinez; Ólafur Darri Ólafsson; Gunnar Helgason,7399; 41091; 2228; 4090; 36801; 17696; 10872; 94432; 110902; 545130,2013,1.0,7399.0,7399
116811,Berberian Sound Studio,2012-08-30,92.0,en,,312757.0,1.5824,6.06,405,Horror; Drama; Thriller,GB,Illuminations Films; Warp X; Film4 Productions,24372; 17817; 6705,,,Peter Strickland,Toby Jones; Tonia Sotiropoulou; Cosimo Fusco; Hilda Péter; Layla Amir; Eugenia Caruso; Antonio Mancino; Fatma Mohamed; Chiara D'Anna; Kata Bartsch,13014; 1024234; 74488; 583855; 1102364; 237087; 1102365; 1102366; 1102367; 1102368,2012,,583857.0,583857
116979,Chained,2012-10-02,94.0,en,,77839.0,2.2189,6.885,546,Horror; Thriller; Drama,CA,RGB Productions; Envision Media Arts,52139; 19456,,,Jennifer Lynch,Vincent D'Onofrio; Eamon Farren; Evan Bird; Julia Ormond; Conor Leslie; Gina Philips; Jake Weber; Daniel Maslany; Michael Maslany; Alexander Doerksen,7132; 110425; 1366725; 15887; 1097941; 56356; 4177; 1652517; 1835159; 1835160,2012,,14800.0,14800
117691,Gangs of Wasseypur - Part 1,2012-06-22,160.0,hi,1400000.0,4100000.0,2.5701,7.1,456,Action; Thriller; Crime,IN,Anurag Kashyap Films; Jar Pictures; Tipping Point Films; Viacom18 Studios,11870; 64666; 127651; 6808,244500.0,Gangs of Wasseypur Collection,Anurag Kashyap,Manoj Bajpayee; Richa Chadha; Tigmanshu Dhulia; Nawazuddin Siddiqui; Reema Sen; Huma Qureshi; Piyush Mishra; Jameel Khan; Jaideep Ahlawat; Pankaj Tripathi,35782; 150471; 545084; 85047; 86225; 1108805; 127790; 113686; 973402; 1179460,2012,1.0,85670.0,85670
117974,Sightseers,2012-11-30,88.0,en,,61782.0,2.53,6.3,584,Comedy; Crime; Romance; Horror,GB,Big Talk Studios; StudioCanal; BFI; Film4 Productions,443; 694; 7281; 6705,,,Ben Wheatley,Alice Lowe; Steve Oram; Eileen Davies; Roger Michael; Tony Way; Seamus O'Neill; Monica Dolan; Jonathan Aris; Aymen Hamdouchi; Tom Meeten,182327; 219367; 192838; 1828259; 147255; 122994; 229606; 28477; 122280; 1473776,2012,,137467.0,137467
118289,Diana,2013-09-19,113.0,en,15000000.0,21766271.0,3.9571,5.598,513,Drama; Romance,BE; FR; SE; GB,Ecosse Films; Le Pacte; SCOPE Pictures; Filmgate Films; Film i Väst; MP Film Production,1267; 5125; 11199; 18230; 2801; 146984,,,Oliver Hirschbiegel,Naomi Watts; Naveen Andrews; Charles Edwards; Douglas Hodge; Cas Anvar; Geraldine James; Juliet Stevenson; Laurence Belcher; Michael Byrne; Chris Cowlin,3489; 5471; 281527; 80149; 59214; 11855; 6238; 456008; 742; 1182303,2013,1.0,7832.0,7832
118293,The Suicide Shop,2012-09-26,79.0,fr,,2514478.0,3.3114,6.33,637,Comedy; Animation; Music,BE; FR; CA,ARP Sélection; Caramel Films; Diabolo Films; La Petite Reine; France 3 Cinéma; Entre Chien et Loup; RTBF,189; 6623; 14542; 1992; 591; 3984; 792,,,Patrice Leconte,Bernard Alane; Isabelle Spade; Kacey Mottet Klein; Isabelle Giami; Laurent Gendron; Pierre-François Martin-Laval; Eric Métayer; Jacques Mathou; Urbain Cancelier; Pascal Parmentier,24378; 28139; 231457; 1147576; 585717; 35968; 112765; 13692; 2416; 91271,2012,,37626.0,37626
119698,The Dinosaur Project,2012-08-09,83.0,en,,2412576.0,3.1348,5.812,343,Adventure; Action; Horror,GB,Moonlighting Films,9137,,,Sid Bennett,Natasha Loring; Matt Kane; Richard Dillane; Peter Brooke; Stephen Jennings; Andre Weideman; Abena Ayivor; Sivu Nobongoza,1070853; 1070854; 176227; 1070855; 1386160; 107552; 1386161; 1386162,2012,,1040707.0,1040707
121642,Twice Born,2012-09-13,127.0,it,13000000.0,18295.0,2.9804,7.258,478,Drama; Romance; War,IT; ES,Alien Produzioni; Medusa Film; Picomedia; Mod Producciones; Telecinco Cinema,125561; 6246; 94785; 5444; 2674,,,Sergio Castellitto,Penélope Cruz; Emile Hirsch; Adnan Hasković; Saadet Işıl Aksoy; Pietro Castellitto; Mira Furlan; Jovan Divjak; Vinicio Marchioni; Branko Đurić; Jane Birkin,955; 46593; 1049409; 141974; 1118107; 36217; 1863153; 131624; 54620; 15200,2012,0.0,2166.0,2166
121674,Great Expectations,2012-11-30,128.0,en,,6202879.0,5.4622,6.4,360,Drama; Romance,GB; US,Number 9 Films; BBC Film; Unison Films; Lipsync Productions,11752; 288; 2372; 9987,,,Mike Newell,Jeremy Irvine; Helena Bonham Carter; Ralph Fiennes; Holliday Grainger; Robbie Coltrane; Sally Hawkins; Jason Flemyng; Ewen Bremner; David Walliams; Tamzin Outhwaite,225692; 1283; 5469; 302165; 1923; 39658; 973; 1125; 80536; 58757,2012,,10723.0,10723
121835,Lore,2012-09-20,109.0,de,4000000.0,970000.0,1.8027,6.745,323,Drama; War; Thriller,AU; DE; GB,Edge City Films; Porchlight Films; Rohfilm,32232; 6237; 18485,,,Cate Shortland,Saskia Rosendahl; Kai-Peter Malina; Nele Trebs; Ursina Lardi; Hans-Jochen Wagner; Mika Seidel; André Frid; Eva-Maria Hagen; Mike Veidner; Nick Holaschke,1075020; 45948; 224697; 54948; 28421; 1052237; 1075021; 19234; 2260081; 2025261,2012,0.0,93286.0,93286
122857,Universal Soldier: Day of Reckoning,2012-10-04,114.0,en,11500000.0,113706000.0,3.8508,5.6,495,Action; Science Fiction; Thriller,US,Signature Pictures; Foresight Unlimited; Baumgarten Management and Productions (BMP); Magnolia Pictures; Sony Pictures,2982; 21897; 23423; 1030; 34,10713.0,Universal Soldier Collection,John Hyams,Jean-Claude Van Damme; Scott Adkins; Dolph Lundgren; Andrei Arlovski; Mariah Bonner; Audrey P. Scott; Rus Blackwell; James DuMont; Dane Rhodes; David Jensen,15111; 78110; 16644; 78552; 585673; 1018982; 52483; 97446; 60874; 60875,2012,1.0,62941.0,62941
123103,Aftershock,2012-09-12,89.0,es,2000000.0,58510.0,2.6238,5.145,359,Horror; Thriller,CL; US,Cross Creek Pictures; Vertebra Films; Sobras Producciones,10246; 18144; 18148,,,Nicolás López,Eli Roth; Andrea Osvárt; Ariel Levy; Lorenza Izzo; Nicolás Martínez; Natasha Yarovenko; Selena Gomez; Ramón Llao; Ignacia Allamand; Marcial Tagle,16847; 130875; 219852; 1078608; 1049540; 84778; 77948; 637953; 1049536; 590883,2012,0.0,86500.0,86500
123105,The Bay,2012-09-13,85.0,en,2000000.0,1581252.0,3.3416,5.815,903,Horror; Science Fiction; Thriller,US,Baltimore Pictures; Hydraulx; Automatik Entertainment; Haunted Movies; Roadside Attractions; Lionsgate; Alliance Films; IM Global,11407; 10936; 7625; 21742; 911; 1632; 2514; 7437,,,Barry Levinson,Kristen Connolly; Will Rogers; Michael Beasley; Christopher Denham; Kenny Alfonso; Kether Donohue; Anthony Reynolds; Frank Deal; Kimberly Campbell; Lamya Jezek,210824; 1188239; 143261; 61510; 1088939; 588972; 1088938; 171886; 542; 1331647,2012,0.0,8246.0,8246
123377,Pieta,2012-09-06,104.0,ko,103000.0,6616296.0,2.6212,6.99,432,Drama,KR,Next Entertainment World; Kim Ki Duk Film; Finecut,20064; 684; 11590,,,Kim Ki-duk,Cho Min-soo; Lee Jung-jin; Woo Ki-hong; Kang Eun-jin; Heo Joon-seok; Kwon Yul; Jin Yong-uk; Yoo Ha-bok; Kim Jae-rok; Cho Jae-ryong,1294946; 64497; 1162595; 1680744; 1418582; 1564168; 1162596; 1295420; 577397; 1330449,2012,1.0,1188.0,1188
